Alanine,Arginine,Aspartic Acid,Asparagine,Cysteine,Glutamine,Glutamic Acid,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine
153.3793103,235.125,230.375,246.5238095,236.9230769,220.6666667,234.1666667,215.962963,209.6363636,189.4,221.425,232.4117647,117.4,192.36,219.5,245.8064516,190.9130435,159.375,233.2857143,168.9705882
178.0344828,248.4615385,248.875,205.3571429,239.2222222,214.5555556,192.8,124.6190476,211.2,202.3448276,192.4038462,201.6296296,180.9285714,210.7619048,164.1333333,234.225,205.4210526,127.1666667,246.2105263,192.825
168.4285714,208.6363636,102,143.625,196.5454545,200.7777778,214.4545455,168.1904762,207.7,157.8518519,150.5348837,181.1666667,152.2222222,167.5714286,150.6363636,193.3333333,195.3,143.6,151.6666667,166.6071429
164.7741935,215.6875,223.3333333,184.5625,228.2222222,241.8,154.4,115.45,231.8181818,181.4827586,203.0196078,225.8,198.2307692,202.4545455,178.9166667,229.2051282,197.8333333,124.6666667,244.6666667,200.7777778
145.4642857,235.125,230.375,246.5238095,238.9285714,230.3157895,241.5789474,215.962963,209.6363636,189.4,221.425,232.4117647,117.4,192.36,205.3076923,245.8064516,190.9130435,159.375,230.8461538,168.9705882
174.3636364,225.2666667,157.8666667,167.3571429,218,195,229.1666667,189.0416667,174.5454545,185.5454545,175.9285714,183.1578947,190.125,181.6451613,188.0769231,174.4545455,189.3913043,206.6666667,191.0714286,215.9666667
181.6153846,210.3125,203.9,181.2857143,228.2222222,268.8571429,189.8,136.3636364,221.875,205.5833333,193.1538462,210.2608696,196.2727273,207.7619048,162.2666667,239.6428571,186.4347826,152.1428571,243.2105263,183.0232558
169.0333333,209.2352941,223.3333333,176.7058824,228.2222222,241.8,154.4,115.45,231.8181818,181.4827586,203.0196078,242.2222222,198.2307692,202.4545455,178.9166667,235.1578947,197.8333333,107.1428571,244.6666667,196.3513514
200.5909091,216.1111111,134.6666667,182.1764706,213.9166667,243.3,228.8461538,223.8181818,181.625,179.2352941,170.7826087,204.2352941,171.5,155,207.8571429,167.7222222,185.36,164.6,164.3571429,168.3076923
200.5909091,221.25,134.6666667,182.1764706,216.9090909,243.3,228.8461538,219.75,181.625,178.2424242,170.7826087,204.2352941,163,155,216.6,157.6470588,185.36,164.6,164.3571429,172.1538462
172.5172414,220.9285714,223.3333333,184.5625,228.2222222,252.75,175.1666667,118.9047619,231.8181818,186.3333333,200.54,224.2727273,202.25,200.047619,178.9166667,229.8,192.2,124.6666667,244.6666667,191.9736842
208.0571429,139.2352941,197.9090909,224.0666667,283.3888889,246.7142857,168.8,178.1538462,269,260.64,197.8113208,205,199.3333333,204.4615385,145.7894737,246.4444444,213.9565217,152.8,258.52,198.9705882
180.3043478,230.9375,147,164.5,230.5454545,226,219.3846154,166.1904762,170.0909091,173.76,168.3043478,220.4,178.6666667,188.0689655,171.2307692,184.8846154,184.3103448,177.6,182.0714286,205.3428571
139.2,239.0588235,229.75,245.5454545,230.0769231,229.8947368,240.9473684,219.1785714,209.2727273,193.3548387,217.3589744,235,117.4,192.28,196.75,236.0344828,190.5652174,159.375,239.2142857,168.5555556
216.3636364,204.875,191,187.6428571,256,275.6666667,199.6,103.1,186.8181818,176.4333333,205.88,190.0769231,191.3,186.48,182.9230769,238.225,204.0769231,150,245.2105263,196.5128205
197.5454545,147.7857143,183.6923077,173.625,292.9411765,230.625,159.3846154,168.6666667,178.25,219.0769231,211.8666667,195.7333333,189.9,170.8888889,145.6470588,228.8979592,182.8571429,149,242.8636364,176.2903226
162.0740741,197.4210526,256.2142857,259.35,252.8823529,221.4090909,210.15,249.9565217,221.7692308,181.7692308,208.425,231.4375,114.7,197.0833333,229.6,232.8787879,194.375,156.375,227.7692308,164.25
176.2142857,314.1851852,246.7222222,258.2272727,271,247.3333333,288.6956522,241.3333333,217,210.9677419,248.4791667,241.0526316,173.3333333,210.4814815,320.9615385,283,190.6666667,189.3333333,241.6428571,209.3023256
172.862069,215.6875,223.3333333,195.3333333,228.2222222,243.5714286,175.1666667,115.45,217.1,186.3333333,200.54,225.55,202.25,200.047619,194.3076923,224.7560976,199.5,124.6666667,244.6666667,191.6153846
205.3235294,146.25,197.9090909,224.0666667,283.3888889,246.7142857,168.8,167.3571429,269,263.3461538,197.8113208,205,199.3333333,204.4615385,150.85,246.4339623,217.5833333,152.8,258.52,194.969697
167.8333333,210.8333333,133.4444444,171.375,214.5,230.3333333,226.0769231,161.4090909,162.2857143,171,154.25,181.4666667,182.375,182.1333333,186.4166667,167.1666667,206.6896552,164.6,184.9375,185.4642857
208.6857143,150.6428571,178.9230769,235.1428571,308.4375,208.9,173.3636364,161,271,236.7307692,207,222.6,212.25,202.1111111,172.4705882,248.5283019,202.76,144.2,268.1666667,187.5
190.375,263.3333333,178.2857143,228.0555556,245.2142857,232,257.4,213,232,199,208.75,250.95,153.1,209.1851852,275.2105263,245.8333333,196.4782609,189.2222222,268.2352941,175.7714286
198.7391304,223.3684211,134.6666667,182.1764706,213.9166667,243.3,228.8461538,219.75,181.625,178.2424242,170.7826087,204.2352941,163,155,216.6,157.6470588,185.36,164.6,164.3571429,172.72
163.5806452,202.7894737,224.3,198.1428571,228.2222222,252.7142857,199,114.5238095,202.4444444,179.5,193.9607843,227.0952381,212,208.1818182,177.9230769,236.775,201.0952381,124.6666667,244.6666667,202.5641026
169.0333333,215.75,223.3333333,184.5625,228.2222222,241.8,154.4,115.45,231.8181818,176.2666667,203.0196078,225.8,198.2307692,202.4545455,178.9166667,235.1578947,205.3478261,107.1428571,244.6666667,196.3513514
167.5806452,216.8181818,222.6,187.75,228.2222222,265.4285714,137.5,128.8333333,213.2,207.4705882,195.6481481,203.3529412,196.2727273,206.5789474,168.2857143,234.2142857,198.5,161.2857143,244.6666667,194.6170213
200.5909091,220.1666667,158.2,171.0625,203.2307692,243.3,205.1666667,219.7931034,181.625,183.4242424,169.1555556,203.0555556,163,160.75,216.6,175.5,185.36,164.6,152.6923077,181.1724138
292.1886792,293.8484848,231.2666667,233.9090909,261.2142857,240.3333333,272,338.8863636,314.1333333,316.0769231,283.9836066,341.0555556,251.7857143,279.4285714,225.9591837,319.2439024,323.483871,353.3571429,332,316.8809524
169.0333333,215.75,223.3333333,184.5625,228.2222222,241.8,154.4,115.45,231.8181818,176.2666667,203.0196078,225.8,198.2307692,202.4545455,178.9166667,235.1578947,205.3478261,107.1428571,244.6666667,196.3513514
207.5714286,142.7,132,196.2307692,274.9411765,256.125,177,166.5,172.5,199.3214286,202.8536585,183.3529412,171.4166667,181.6428571,148.6315789,225.8695652,202,147,240.3333333,183.6060606
168.6428571,225.0588235,245.875,198.6428571,228.2222222,254.3636364,165.875,100.55,221.875,178.3333333,199.4313725,207.6111111,187,207.0454545,172,235.35,200.3703704,124.6666667,243.2105263,201.1842105
157.7058824,210.8333333,133.4444444,171.375,214.5,230.3333333,226.0769231,161.4090909,162.2857143,173.875,154.7857143,181.4666667,182.375,177,186.4166667,167.1666667,206.6896552,164.6,184.9375,190.7931034
169.8214286,179.4117647,230.5714286,204.2941176,228.2222222,296.7142857,136,119.7368421,202.4444444,189.8518519,190.9807692,231.9090909,188.5,207.7619048,153.75,243.8717949,202.1666667,152.1428571,243.2105263,198.804878
200.5909091,220.1666667,158.2,171.0625,203.2307692,243.3,205.1666667,221.5666667,181.625,183.4242424,169.1555556,203.0555556,163,160.75,216.6,169.7647059,185.36,164.6,152.6923077,181.1724138
172.862069,227.3333333,223.3333333,184.5625,228.2222222,243.5714286,175.1666667,115.45,231.8181818,180.9677419,200.54,224.2727273,202.25,200.047619,178.9166667,229.8,192.2,124.6666667,244.6666667,196.1315789
200.5909091,211.2941176,158.2,171.0625,203.2307692,243.3,205.1666667,221.5666667,193.2857143,183.4242424,169.9772727,211.8947368,163,159.7931034,216.6,169.7647059,185.36,164.6,148.9285714,181.1724138
169.1481481,229.4,246.7777778,254.7272727,240.8571429,213.45,235.9411765,211,229.1818182,189.9285714,220.825,235,117.4,184.1666667,218.6428571,244.2424242,180.1904762,159.375,239.0714286,166.1891892
187.85,223.3684211,134.6666667,176.9375,213.9166667,243.3,213.5714286,233.3333333,181.625,176.9090909,174.0851064,204.2352941,163,159.6153846,198.7692308,165.1,185.36,164.6,155.7333333,184.8571429
145.7692308,229.6111111,245.0555556,247.2631579,221.6666667,235.9473684,243.6666667,218.8,204.875,190.9655172,210.2619048,218.8333333,117.4,192.48,217.2666667,251.15625,214.24,159.375,241.9333333,163.2121212
107.95,141.2307692,134.5714286,175.2727273,120,149.9,140,159,167.5,139.44,146.8,162.0833333,105.7142857,133.65,166.1428571,138.7222222,99.52941176,126.5714286,156.1818182,131.6785714
187.85,223.3684211,134.6666667,176.9375,213.9166667,243.3,213.5714286,233.3333333,181.625,176.9090909,174.0851064,204.2352941,163,159.6153846,198.7692308,165.1,185.36,164.6,155.7333333,184.8571429
216.3636364,209.0625,191,187.8666667,256,275.6666667,199.6,103.1,186.4,175.0666667,205.88,201.75,191.3,186.48,182.9230769,238.225,190.6785714,150,245.2105263,197.5641026
139,235.125,230.375,246.5238095,238.9285714,230.3157895,241.5789474,219.6785714,209.6363636,189.4,221.425,232.4117647,117.4,192.36,205.3076923,245.8064516,190.9130435,159.375,230.8461538,168.9705882
145.4642857,244,230.375,246.5238095,238.9285714,230.3157895,245,215.962963,209.6363636,189.4,221.425,229.5,117.4,192.36,205.3076923,245.8064516,182.0454545,159.375,230.8461538,168.9705882
181.44,234.7857143,129.0833333,162.6923077,230.5454545,226,245.3636364,166.1904762,170.0909091,180.7083333,169.5106383,214.1764706,193.9,190.7142857,171.2307692,190.76,183.6071429,177.6,177.5333333,196.8787879
139,231.3333333,230.375,250.9130435,215.5833333,231.45,241.5789474,226.1724138,209.6363636,193.4193548,221.425,235.25,117.4,192.36,197.0833333,243.7419355,190.9130435,159.375,239.3571429,164.5757576
166.3571429,211.8571429,223.3333333,169.6875,228.2222222,258.2222222,175.1666667,113.5714286,206.3,195.5333333,199.8571429,222.5652174,202.25,200.047619,169.5384615,239.525,203.5652174,124.6666667,251.7368421,189.0512821
174.3,218.4705882,225.6,187.8666667,228.2222222,263,199,118.8695652,221.875,182.4074074,193.2884615,215.047619,202.25,195.6190476,154.4,242.3571429,186,124.6666667,250.6470588,205.5
200.5909091,220.1666667,158.2,171.0625,203.2307692,243.3,205.1666667,221.5666667,181.625,183.4242424,169.1555556,203.0555556,163,160.75,216.6,169.7647059,185.36,164.6,152.6923077,181.1724138
157.7058824,210.8333333,133.4444444,171.375,214.5,230.3333333,226.0769231,161.4090909,162.2857143,173.875,154.7857143,181.4666667,182.375,177,186.4166667,167.1666667,206.6896552,164.6,184.9375,190.7931034
166.3870968,215.75,223.3333333,184.5625,228.2222222,241.8,154.4,115.45,231.8181818,176.2666667,203.0196078,225.8,198.2307692,202.4545455,178.9166667,235.1578947,205.3478261,107.1428571,244.6666667,199.3888889
176.2105263,223.6470588,137.4,165.4117647,235.5454545,225,215,186.5652174,169.4545455,185.0344828,166.1363636,188.4117647,162.7142857,193.8125,189.7692308,182.8571429,213.5172414,182.6,182.625,204.0909091
199.4285714,239.6363636,108.9090909,121.5833333,227.5454545,231.7777778,212.0769231,183.0869565,201,188.8518519,169.7727273,202.2631579,179.7777778,186.2,157,191.36,178.8461538,174.6,182.6666667,191.3870968
177.8,244.5384615,129.4,163.7857143,229.5454545,201.9285714,258.5,164.25,188,182.0714286,172.8636364,208.375,162.9090909,189.7857143,183.8333333,168.7333333,185.1071429,208.6666667,176.5333333,201.84375
166.3870968,215.75,223.3333333,184.5625,228.2222222,241.8,154.4,115.45,231.8181818,176.2666667,203.0196078,225.8,198.2307692,202.4545455,178.9166667,235.1578947,205.3478261,107.1428571,244.6666667,199.3888889
123.8387097,243.7058824,246.0555556,261.6666667,209.1875,249.8888889,244.6666667,228.6666667,205.875,191.9655172,206.5581395,219.8333333,131.3333333,193.48,218.2,260,215.24,160.375,242.9333333,164.2121212
196.8095238,184.4285714,194.3333333,164.4615385,225,239.8571429,160.8,137.5,192.875,176.5833333,180.5833333,189.4545455,186.8,178.7619048,144.5714286,234.6052632,164.7727273,147.1666667,214.2105263,166.7948718
220.1111111,143.4375,197.9230769,214.7692308,300,243.5,182.1818182,142.3913043,302.4,244.6190476,225.1666667,241.6153846,212.25,210.6153846,158.12,239.0740741,203,121.6666667,251.0952381,195.9666667
195.9411765,147.625,197.9090909,224.0666667,269.2105263,246.7142857,178.7142857,178.1538462,269,253.5357143,190.4464286,205,199.3333333,214.1666667,150.85,250.9038462,222.84,152.8,258.52,199.4193548
183.44,216.3125,221.3333333,161.4375,226.4444444,266.8571429,187.8,140.0416667,219.875,209.24,197.68,215.9090909,194.4545455,198.0454545,147.7333333,237.8333333,190.7727273,123,241.2105263,179.5
169.0333333,215.75,223.3333333,184.5625,228.2222222,222.9090909,154.4,115.45,231.8181818,181.4827586,203.0196078,235.8947368,198.2307692,202.4545455,178.9166667,235.1578947,197.8333333,107.1428571,244.6666667,196.3513514
172.862069,227.3333333,223.3333333,184.5625,228.2222222,243.5714286,175.1666667,115.45,231.8181818,180.9677419,200.54,224.2727273,202.25,200.047619,178.9166667,229.8,192.2,124.6666667,244.6666667,196.1315789
182.2222222,200.7692308,223.3333333,196.3333333,228.2222222,266,124.25,115.0909091,227.4285714,211.4193548,199.28,230.4285714,179.4166667,190.84,163.6,228.0243902,198.7272727,152.1428571,230.7142857,191.4324324
165.5555556,230.3571429,223.3333333,173.8823529,228.2222222,256.75,175.1666667,116.1363636,202.4444444,195.5333333,200.54,222.5652174,202.25,200.047619,169.5384615,234.3902439,203.5652174,124.6666667,251.7368421,187.8684211
172.862069,232.6,223.3333333,184.5625,228.2222222,234.875,175.1666667,115.45,229.7,186.3333333,200.54,224.2727273,202.25,200.047619,178.9166667,229.8,192.2,124.6666667,244.6666667,191.6153846
174.6551724,215.75,223.3333333,176.7058824,228.2222222,241.8,129.6666667,115.45,231.8181818,181.4827586,203.0196078,235,198.2307692,202.4545455,178.9166667,235.1578947,197.8333333,107.1428571,244.6666667,196.3513514
145.4642857,235.125,230.375,246.5238095,238.9285714,230.3157895,241.5789474,215.962963,209.6363636,189.4,221.425,232.4117647,117.4,192.36,205.3076923,245.8064516,190.9130435,159.375,230.8461538,168.9705882
200.5909091,216.1111111,134.6666667,182.1764706,213.9166667,243.3,228.8461538,223.8181818,181.625,176.6969697,172.7446809,204.2352941,163,155,216.6,157.6470588,185.36,164.6,164.3571429,170.56
168.3214286,247.7777778,189.9230769,229.6,215.4166667,210.2941176,263.6818182,219.6785714,252.5714286,200.6875,231.1428571,255.2777778,142.5454545,195.0740741,251.3125,238.2758621,200.2916667,186.2222222,239.2142857,172.2857143
213.09375,151.1333333,178.8461538,220.7333333,301.4375,244.6666667,158.9230769,151.5,271,221.4444444,209.7115385,216.8125,207.5,202.1481481,139.6086957,255.8727273,208.2173913,144.2,277.7391304,212.3793103
297.3888889,293.8484848,231.2666667,233.9090909,261.2142857,240.3333333,272,338.8863636,314.1333333,316.0769231,288.3870968,341.0555556,251.7857143,279.4285714,219.0625,312.9,323.483871,353.3571429,332,316.8809524
143.6071429,221.5882353,202.0909091,235.952381,220.4444444,217.4,111.3333333,151.8823529,193,221.030303,187.5576923,197.8181818,183.1111111,159.7894737,176.2307692,231.0789474,203.88,141,246.6363636,176
150.75,223.9166667,216.1111111,189.8095238,200.5,232,93.88888889,109.6875,189.75,214.1891892,187.04,208.0869565,184,156.047619,189.0833333,258.974359,233.7777778,171.5,252.1304348,176.030303
166.9583333,172.952381,151.8888889,220.4736842,276.5625,247.3636364,136.2,162.5833333,187.7142857,218.4285714,221.3783784,200.3636364,166.7,211.3571429,144.9473684,242.7446809,181.7307692,154,243.5909091,205.3658537
207.6,136.8888889,215.8,244.8235294,306,240.875,160.9375,172.7142857,224.7142857,282.2727273,202.2115385,228.9230769,206.6153846,199.4827586,150.0434783,229.1,202,178,272.1904762,217.1612903
204.6842105,240.8125,105.3333333,182.0666667,230.5454545,210,204.1428571,177.2,193.0833333,180.0344828,169.0454545,192.75,162.3636364,198.15625,174.0714286,181.9444444,189.8148148,157.3333333,176.9444444,201.3870968
163.2083333,243.8823529,192.7777778,238.2,251.1333333,257.5,235.2777778,231.9615385,173.1,180.25,216.9487179,228.7777778,140.9166667,194.9583333,231.875,252.5,177.0869565,159.375,239.0714286,163.8611111
147.0384615,232.1176471,219.6,225.45,242.1428571,226.7222222,255.35,216.8148148,191.5,189.8571429,217.225,245.7777778,129.2727273,192.4,233.9230769,238.3529412,188.2272727,159.375,247.6,168.0285714
206.5238095,235.4166667,111.3636364,148.0714286,230.5454545,229.8,209.4166667,184.8636364,189.6363636,178.8666667,168.787234,205.9444444,178.4444444,192,174.4285714,183,183.8333333,177.6,185.6666667,198.6206897
184.9259259,207.8,223.3333333,185.4285714,228.2222222,288,167.5,118.7272727,221.8888889,201,193.0769231,216.9090909,196.2727273,207.7619048,156.8125,238.3846154,197.68,152.1428571,243.2105263,187.7073171
160.0344828,239.85,252.375,230.4736842,250.6470588,209.5294118,247.9,239.7407407,232.8181818,173.5769231,204.0512821,222.2,160.4166667,186.3913043,218.2777778,239.8484848,212.5263158,159.375,240.3571429,153.2285714
206.5238095,235.4166667,111.3636364,148.0714286,230.5454545,229.8,209.4166667,184.8636364,189.6363636,178.8666667,168.787234,205.9444444,178.4444444,192,174.4285714,183,183.8333333,177.6,185.6666667,198.6206897
216.35,232.5833333,121.9090909,147.2307692,220.9166667,244.7777778,225.0769231,188.3333333,214,204.137931,181.8913043,205.15,157.5555556,193.0322581,148.4666667,182.7857143,186.6296296,187.6,195.6666667,195.137931
185.1,212.2941176,157.7,171.0625,214,243.3,201.9230769,233.3333333,181.625,183.4242424,169.1555556,204.2352941,163,160.75,226.4375,161.2777778,185.36,164.6,152.6923077,180.8965517
162.6428571,230.3571429,214.3,173.8823529,228.2222222,256.75,181.2,114.1818182,202.4444444,195.5333333,200.54,222.5652174,202.25,200.047619,169.5384615,239.525,203.5652174,124.6666667,251.7368421,187.8684211
182.6363636,224.5,112.8181818,176.0909091,220.5454545,209.4285714,252.3636364,183.24,154.4,187.96,164.5306122,195.9375,163.9,183.6923077,166,150.2727273,198,167.6,192.7368421,184.7666667
172.35,208.6363636,102,156,196.5454545,200.7777778,214.4545455,168.1904762,207.7,160.137931,149.1162791,181.1666667,137,167.5714286,150.6363636,193.3333333,197.4,143.6,151.6666667,163.3703704
139,231.3333333,230.375,250.9130435,215.5833333,231.45,241.5789474,226.1724138,209.6363636,193.4193548,221.425,235.25,117.4,192.36,197.0833333,243.7419355,190.9130435,159.375,239.3571429,164.5757576
172.862069,227.3333333,223.3333333,184.5625,228.2222222,243.5714286,175.1666667,115.45,231.8181818,180.9677419,200.54,224.2727273,202.25,200.047619,178.9166667,229.8,192.2,124.6666667,244.6666667,196.1315789
159.88,208.7142857,175.625,201.9642857,227.375,177.2857143,112.8,133.0714286,218.125,172.0294118,185.4888889,184.6666667,181,168.5454545,169.0833333,212.7575758,211.047619,122,211.952381,187.7647059
161.5714286,185.4736842,221.25,254.4761905,255.1176471,252,139.5714286,205.75,248.5,234.1944444,201.5777778,250.5833333,182,209.5357143,117.9545455,240.244898,209.4827586,171,275,214.030303
166.76,242.2,207.625,221.7307692,227,189.6666667,157.4285714,151,247,222.09375,183.6724138,191.5217391,189.4444444,159.3809524,159.9090909,254.6944444,228.826087,133.1666667,258.4761905,165.4871795
139,235.125,230.375,246.5238095,238.9285714,230.3157895,241.5789474,219.6785714,209.6363636,189.4,221.425,232.4117647,117.4,192.36,205.3076923,245.8064516,190.9130435,159.375,230.8461538,168.9705882
175.8333333,240.5,247,202.95,230.5,255.5,107,116.55,214.7142857,196.1818182,197.2352941,205.8571429,205.4166667,196.9473684,153.4666667,220.4666667,216.8181818,108.1428571,234.65,189.3529412
166.3571429,230.3571429,223.3333333,173.8823529,228.2222222,256.75,175.1666667,108.9090909,202.4444444,195.5333333,197.76,222.5652174,212,200.047619,169.5384615,239.525,203.5652174,124.6666667,251.7368421,189.0512821
173.5862069,229.1578947,215.3846154,229.2857143,227.7692308,213.1111111,224.2777778,224.2142857,243.6666667,182,210.4736842,234.4,117.4,184.1666667,218.5,228.9666667,176.1904762,186,249.8,156.6470588
145.4642857,235.125,230.375,246.5238095,238.9285714,230.3157895,241.5789474,215.962963,209.6363636,189.4,223.4102564,232.4117647,119.8181818,192.36,205.3076923,245.8064516,190.9130435,159.375,230.8461538,168.9705882
172.862069,195.1111111,223.3333333,184.5625,228.2222222,248,154.4,112.7142857,231.8181818,190.9032258,197,233,198.2307692,203.2727273,194.8181818,228.7435897,197.8333333,124.6666667,244.6666667,197.5945946
150.3214286,206.5882353,187.1666667,230.68,220.4444444,216.2,125.8333333,151.8823529,193,216.6764706,189.8461538,199.9090909,196.5,160.85,176.2307692,236.5945946,218.1818182,141,243.6190476,161.9
190.3333333,230.3571429,195.125,173.9090909,176.3636364,233.5,95.28571429,112.5789474,208,205.4857143,193.3111111,190.2083333,197.875,142.4090909,166.4615385,240.5641026,237,162.5,243.1304348,162.25
213.09375,160.4117647,178.8461538,220.7333333,301.4375,254.6,153.8571429,151.5,246.6666667,222.8518519,207.7358491,205.2,207.5,202.1481481,139.6086957,254.3888889,210.8695652,144.2,277.7391304,227.1851852
155.7692308,215.9375,227.5555556,209.35,215.7692308,182.625,267,216.2916667,250.8,175.4615385,198.3888889,232.8666667,116.8181818,197,268.6666667,195.9393939,158.8695652,146.875,237.375,154.7352941
215.8181818,166.125,178.8461538,220.7333333,301.4375,254.6,153.8571429,151.5,246.6666667,218.2962963,207.7358491,205.2,207.5,202.1481481,139.6086957,254.3888889,206.6818182,144.2,277.7391304,225.9285714
220.1111111,143.4375,197.9230769,214.7692308,300,243.5,182.1818182,142.3913043,302.4,244.6190476,225.1666667,241.6153846,212.25,210.6153846,158.12,239.0740741,203,121.6666667,251.0952381,195.9666667
220.1111111,143.4375,197.9230769,214.7692308,300,243.5,182.1818182,142.3913043,302.4,254.1,225.1666667,241.6153846,212.25,204.8518519,158.12,239.0740741,203,121.6666667,251.0952381,195.9666667
185.1,212.2941176,157.7,171.0625,214,243.3,201.9230769,233.3333333,181.625,183.4242424,169.1555556,204.2352941,163,160.75,226.4375,161.2777778,185.36,164.6,152.6923077,180.8965517
296.9074074,298,231.2666667,227,261.2142857,252,272,342.5813953,286.6666667,316.04,283.9836066,331.5789474,251.7857143,282.8148148,225.5102041,311.5952381,323.1818182,353.3571429,332,316.8837209
297.3888889,293.8484848,231.2666667,233.9090909,261.2142857,240.3333333,272,338.8863636,301.6428571,316.0769231,283.9836066,341.0555556,251.7857143,282.8148148,231.22,309.8536585,323.483871,353.3571429,332,316.8809524
145.7692308,233.5263158,258.1176471,239.1363636,221.6666667,232.4444444,243.6666667,226.9166667,204.875,198.0666667,208.4651163,225.2777778,117.4,194.9583333,211.0714286,251.15625,199.7826087,159.375,241.9333333,159.1176471
208.0571429,139.2352941,197.9090909,224.0666667,283.3888889,246.7142857,168.8,178.1538462,269,260.64,199.6346154,205,199.3333333,204.4615385,150.85,246.4339623,213.9565217,152.8,258.52,196.2285714
165.2758621,264,190.2307692,229.7894737,231.7692308,216.0588235,262.0526316,231,241.2307692,189.137931,234.9767442,248.45,144.3636364,192.36,189.3333333,223.1290323,190.9565217,188.5555556,259.8125,178.6756757
297.3888889,290.3235294,231.2666667,233.9090909,261.2142857,240.3333333,272,342.7209302,301.6428571,316.0769231,283.9836066,341.0555556,251.7857143,282.8148148,224.3061224,316.047619,323.483871,353.3571429,332,316.8809524
165.0689655,236.2857143,254.5,260.0909091,230.2307692,213.4375,229.6875,217.04,218.2,184.2222222,205.0930233,235.5555556,113,198.0740741,205.6363636,242.0666667,179.3478261,159.125,247.2666667,170.4
189.90625,269.65,205.3571429,239.25,283.6666667,237.5789474,288.5,244.5862069,231.1666667,180.9642857,222.425,244.2777778,117.4,192.36,253.2352941,224.9354839,231.9642857,225.5454545,251.6,172.6388889
145.7692308,233.5263158,258.1176471,239.1363636,221.6666667,232.4444444,243.6666667,226.9166667,204.875,197.8666667,208.4651163,225.2777778,117.4,194.9583333,211.0714286,251.15625,200.0434783,159.375,241.9333333,159.1176471
