Alanine,Arginine,Aspartic Acid,Asparagine,Cysteine,Glutamine,Glutamic Acid,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine
1043.15942,997.7837838,1103.282353,931.0933333,903.175,1206,1061.007194,934.6241135,947.3125,979.5508475,972.5848214,1016.586667,958.2,969.8861789,1021.87,1028.551471,935.7358491,882.6923077,993.2553191,904.4172662
127.7777778,153.8125,199.7142857,125.625,109.3333333,169.625,123.875,116.8125,157.2857143,153.6666667,107.962963,144.8333333,126.625,135.0555556,186.6,154.483871,107.8,126.5,170.8571429,109.25
237.6896552,252.8888889,254.1428571,184.3571429,218.0769231,272.9166667,290.8275862,180.2941176,223.4615385,258.5714286,292.7826087,259.12,210.8666667,276.6,171.71875,185.7826087,226.8148148,294.5,184.2142857,220.6071429
191.2380952,228.2222222,134.1,155.5,173.0714286,211.1428571,210.1333333,147.6666667,196.75,169.3823529,174.6590909,220.5625,192,194.5,201.9,199.4193548,137.6666667,134.4285714,209.9047619,166.4827586
1164.630137,1249.678363,1193.205357,1042.653846,1121.641026,1306.663265,1144.18,1113.609929,1318.3,976.7394958,1089.43379,1088.429825,1111.953846,1015.427481,1311.836207,1383.519774,1208.300813,1008.041667,1235.986301,1087.916667
28.33333333,47.66666667,41.09090909,69.5,21,0,66.4,51.8,84,59,28,48.25,48,54.16666667,36.83333333,58.625,38.75,0,22,17.66666667
17,0,5,20.16666667,0,30,19,17.66666667,12.5,0,12.5,21,1,25,15,28,18.75,17,0,0
235.7037037,212.1176471,271.2,261.4347826,290.25,263.3529412,252.9473684,233.6,262.2307692,224.8529412,198.64,268.325,252.75,297.4,260.76,245.0238095,250.12,224.5454545,248.5263158,194.9375
189.05,228.2222222,130.125,169.8125,173.0714286,211.1428571,198.625,147.6666667,196.75,172.8181818,170.8095238,220.5625,192.25,203.6774194,201.9,184.5142857,128.6363636,134.4285714,209.9047619,167.3103448
220.4,184.8125,176.1111111,200.3571429,191.1,209.1,233.1428571,268,169.3636364,214.5,177.7903226,245.1428571,201.875,194.5238095,234.9285714,189.5681818,229.0416667,211.6,253.875,196.6206897
241.25,172.44,190.7692308,225.625,164.7368421,178.6,221.2424242,184.7368421,241,209.1818182,241.05,176.7142857,220,264.8125,207,171.1724138,195.3684211,181.75,169.7,228.9130435
196.952381,228.2222222,146.1111111,155.5263158,170.25,211.1428571,198.625,163,196.75,176.2424242,169.4772727,211.2,192,190.92,220.3333333,193.3529412,123.0454545,134.4285714,209.9047619,170.4193548
384.3628319,466.5882353,457.6666667,344.3947368,400.4736842,379.4912281,482.3684211,473.4666667,488.952381,483.8787879,448.4202899,398.8205128,445.5,476.5882353,377.9272727,429.2317073,381.8153846,452.6666667,448.4583333,496.6857143
369.98,321.0638298,313.2903226,357.1176471,302.3888889,380.4285714,289.0465116,243.8382353,285.4166667,295.0689655,337.4285714,365,322.3333333,288.0333333,338.3243243,292.65,315.7777778,265.5555556,316.0555556,345
196.952381,228.2222222,134.1,155.5,173.2,211.1428571,210.1333333,146,196.75,174.4848485,170.8,220.5625,192,194.5,201.9,203.8666667,128,134.4285714,209.9047619,166.4827586
1243.308901,1399.628141,1291.42623,1115.775701,1202.896552,1269.262626,1219.907407,1276.596774,1607.176471,1011.844828,1114.165854,1165.654545,1275.452381,1053.547619,1496.889503,1383.407407,1231.15,1167.5,1312.25,1099.598425
237.4615385,294.6285714,328.16,292.3846154,286.5384615,290.5416667,301.4,251.0810811,349.0434783,376.952381,335.1126761,308.2857143,304.3,293.2352941,241.1578947,290.75,344.3076923,325.6,247.0909091,310.375
234.0434783,230.8965517,229,216,115.4545455,223.2307692,217.5526316,198.5263158,257.625,158,263.5964912,184.6190476,282.6666667,226.4,160.1333333,148.5172414,171.8181818,252.5,195.5555556,212.75
198.9090909,228.2222222,134.1,153.6842105,173.0714286,192.5714286,210.1333333,147.6666667,206.7777778,174.4848485,169.4772727,215.0714286,192,194.5,201.9,199.125,128,134.4285714,209.9047619,168.5666667
367.4878049,334.25,316,299.9459459,220.6666667,310.1,389.137931,252.4634146,355.2777778,211.4285714,390.3508772,336.65,371.9411765,339.1153846,264.8571429,227.0375,300.6764706,380.6666667,228,352.3548387
243.3478261,271.375,257.6,269.7222222,271,264.6315789,270.5454545,264.44,305.6363636,277.4642857,202.5892857,274.1212121,207.6315789,300.2916667,229.0416667,237.1904762,231.6333333,238.2727273,230.875,167
198.9090909,228.2222222,146.1111111,155.5,173.0714286,211.1428571,198.625,147.6666667,196.75,168.8387097,169.4772727,220.5625,192,194.5,201.9,199.4193548,128,134.4285714,209.9047619,174.40625
198.9090909,228.2222222,134.1,162.4736842,173.0714286,211.1428571,210.1333333,146,208.8571429,174.71875,169.4772727,211.2,192,194.5,201.9,195.9354839,128,134.4285714,205.4545455,168.516129
372.4473684,175.1139241,148.9166667,363.7272727,226,400.125,260.3225806,332.4054054,274.7777778,309.1,334.7428571,295.7142857,292.2666667,256,325.1111111,331.6612903,372.7916667,0,226.7222222,283.125
293.4666667,208.483871,221.4482759,214,158.1052632,276.4827586,272.6829268,271,302.9285714,208,298.7021277,181.4,212.9230769,223.4166667,264.8846154,263.6097561,175.4375,238,174.2,269.8888889
265.4583333,223.24,218.3214286,197.5384615,200.25,197.75,236.7368421,232.4782609,213.1578947,239.1363636,278.2790698,202,268.7692308,299.2631579,243.3,193.1034483,196.8571429,163.3333333,220.3636364,262.7307692
210.2608696,210.6,119.3333333,158.5,176.6428571,195.5555556,238.5,121.2727273,186.7272727,168.0714286,190.3181818,223.9285714,141.5,196.0869565,158.5454545,185.3333333,179.15,128.75,200,168.7179487
228.6060606,271.4318182,256.2142857,305.6842105,252,254.2083333,265.90625,230.3461538,356.5,240.3076923,295.1463415,230.1785714,284.4444444,192.5833333,279.862069,254.6323529,232.875,224,327.0666667,235.8965517
207.0909091,212.12,205.5714286,206.5384615,176.625,166.9090909,248.4444444,133.3666667,188.6666667,264,276.1578947,205.3571429,214.1666667,252.0625,153.3939394,225.9428571,189.0555556,222.75,230.9,225.16
319.5526316,301.0540541,324.4444444,318.5555556,280.5384615,293,309.4186047,234.5333333,323,349.9047619,342,307,330.1071429,267.2105263,243.4827586,270.7719298,228.6470588,319.6,242.1904762,277.8148148
1168.325843,1173.488095,1140.505263,1055.341176,1177,1314.788889,1093.465753,1091.922581,1462.864407,1013.712963,1154.762115,1078.247525,1146.295775,1011.518519,1331.028169,1400.556886,1219.96124,1010.625,1140.0625,1042.229167
356.8717949,333.3714286,315.25,302.0540541,226.6875,305.7333333,381.1481481,262.4761905,354.75,211,393.7192982,349.0454545,356.9411765,338.2307692,266.0576923,231.1097561,300.2105263,379.6666667,227.2727273,339.8484848
260.0344828,209.9473684,181.5,155.7777778,265,174,230.6470588,257,206.2727273,219.6666667,191.03125,242.4444444,123.4,197.9545455,216.5172414,205.9032258,187.3846154,194,262.3333333,186.1142857
245.4193548,158.952381,232.9473684,222.9230769,191.5789474,210.525,257.6451613,196.28,256.75,242.8709677,279.8888889,250.0322581,211.9,294.6470588,283.5,190.96875,245.3333333,301.6666667,215.1875,266.4285714
191.5925926,161.6818182,189.6666667,194.8333333,224.6,195.7777778,193.72,172.0606061,222.2,214.72,194.3055556,206.2272727,143.0833333,156.4444444,185.75,189.5862069,115.8235294,185.75,168.3333333,180.5263158
259.125,275.0344828,238.8518519,179.9230769,257.875,199.8571429,255.6818182,251.4705882,275.1666667,228.4117647,257.5625,209.8,260.375,223.0909091,234.5862069,263.2894737,212.5925926,243.7692308,241,238.1162791
234.2666667,234.45,239.8285714,290.3333333,184.6,318.6086957,254.4,244.047619,237.4285714,269.9142857,325.7692308,279.2564103,228.1666667,245.9259259,206.962963,209.4324324,218.7391304,39,224.9444444,251.64
548.9411765,410.5714286,421.5806452,308.6818182,356.0833333,500.9672131,443.6511628,312.1204819,458.952381,451.6904762,434.4605263,412.1212121,419.4375,429.5294118,470.3555556,418.3870968,489.1458333,282.75,444.8095238,485.7142857
484.3092784,571.0361446,580.2542373,548.9722222,454.2608696,683.4864865,576.75,650.1208791,534.0666667,499.877193,634.2741935,506.1142857,497.6521739,562.4042553,686.0879121,633.3084112,600.1428571,591.5,566.3571429,494.5
226.7272727,255.76,159.8666667,148.15,279.75,167.3636364,212.8125,277.137931,203.4545455,202.6153846,212.6197183,240,154.75,151.1578947,207.137931,231.6896552,207.8928571,137.4285714,224,171.8709677
427.3695652,356.2765957,442.9111111,452.3714286,274,487.25,392.6315789,477.2857143,463.45,409.0408163,387.3908046,448.2881356,376.5,378.2571429,525.06,504.5816327,419.4347826,318.2,381.5263158,417.5
190.3,168.1034483,188.8125,215,166.7647059,260.9375,231.1785714,177.9,232.3571429,236.5,262.2857143,207.6666667,189,166.3888889,219.5,229.4222222,191.2222222,286,282.625,238.9473684
187.3913043,228.2222222,134.1,169,173.0714286,211.1428571,210.1333333,146,177.4444444,179.75,174.3409091,220.5625,166.2857143,187.8518519,201.9,197.030303,144.2857143,134.4285714,209.9047619,157.4137931
1255.150538,1700.80315,1270.856322,1369.791667,1134.075472,1547.243421,1504.030534,1299.954802,1273.181818,1619.393617,1412.47619,1642.361257,1441.442623,1501.794521,1251.41358,1412.39375,1225.496855,1311.416667,1502.655172,1341.658683
211.6086957,196.75,216.8064516,252.4210526,176.5714286,215.1,244.8571429,197.8695652,215.2222222,227.9333333,208.8095238,198.7714286,239.8,176.6875,201.5666667,241.8235294,212.1481481,0,162.4615385,185.1351351
198.9090909,228.2222222,146.1111111,151.4117647,173.0714286,211.1428571,198.625,147.6666667,196.75,174.4848485,169.4772727,211.2,203,194.5,201.9,198.7142857,123.0454545,134.4285714,209.9047619,165.1034483
203.3478261,266.2580645,255.7894737,272.3333333,293.25,277.375,269.0833333,258.4166667,272.1538462,267.9117647,204.0961538,282.8214286,193.3333333,287.8,236.3478261,238.9782609,263.3793103,236.8181818,221.5294118,164.9310345
230.6129032,189.5217391,181.6923077,162.7058824,234.125,154.9047619,234.1111111,275.3636364,260.1,206.0909091,191.852459,266.6666667,206.3333333,194.85,216.5217391,208.3939394,186.6363636,192.0909091,213.5555556,202.9512195
103.7692308,101.1428571,49,58,97,71.33333333,60.9,75.0625,83.4,75.75,98.36363636,88.6,1,77.33333333,75.47058824,84.35714286,75.81818182,77.5,92,61.5
305.5409836,256.1836735,363.0416667,361.5,316.75,443.0434783,409.1304348,375.7647059,311.4,306.4782609,328.4193548,374.6,291.1,361.7142857,332.2888889,317.9444444,335.5142857,319.4,241.1176471,343.9818182
476.8064516,583.2325581,568.2982456,553.8055556,428.7391304,694,592.6440678,595.72,540.0344828,519.9298246,644.7983871,499.4117647,560.1904762,552.9361702,678.1958763,685.0865385,592.1016949,596.75,571.6428571,474.6617647
48.5,34.81818182,65,0,41.25,69.25,67,49.28571429,80,84,51.78571429,94,36.66666667,43.66666667,53.07142857,46.5,50.5,51.75,0,54.75
235.4827586,233.6923077,218.95,215.25,244.5333333,301.6666667,234.1111111,255.9444444,225.3333333,226.9705882,199.9473684,313.2222222,206.4666667,246.72,246.2142857,229.0188679,202.9259259,188,260.7857143,265
579.2465753,550.3733333,624.0307692,563.5434783,495.5416667,688.8823529,609.1267606,548.6290323,719.9756098,561.4714286,611.8125,516.12,572.2272727,505.4583333,709.9473684,646.2605042,630.5,513.8,620.2439024,563.7966102
1152.928205,1229.196721,1204.659794,1016.054054,1219.255814,1322.674699,1084.18,1124.064706,1454.5,1009.471154,1135.781659,1066.525253,1121.769231,1022.875969,1351.949045,1394.520958,1223.811966,959.5217391,1120.507937,1055.719424
188.3809524,245.1052632,278.4444444,184.8333333,168.6666667,241,265.8666667,239.0882353,269.7272727,142.3448276,203.62,233.4444444,146.25,184.2,264.5416667,221.7307692,171.5,170.4285714,184.4545455,177.2857143
206.1212121,216.3055556,241.3333333,261.5454545,131,239.7,209.3846154,128.2105263,292.0909091,261.4736842,247.5510204,201,220.3333333,285.1111111,195.1724138,231.8918919,178.0625,175.5,253.8571429,257.6666667
228.3,232.1363636,256.3157895,233.1428571,164.3333333,252.2941176,266.9333333,206.6153846,166.7142857,274.84,255.8478261,231.2,257.2307692,213.7142857,191.95,246.975,217.4444444,225,147,201.7368421
207.8965517,213,225,172.5882353,171.2,284.8181818,288.5,208.5263158,249,163.56,165.4897959,221.1111111,171.1666667,189.1111111,203.1176471,172.1071429,213.2413793,245.5555556,199.5333333,151.3513514
227.76,261.375,244,255.9444444,266.2307692,279.9411765,271.3461538,252,276.3846154,262.5,200.44,281.125,220.4736842,283.4583333,240.52,248.6666667,221.6666667,236.2727273,242.8888889,170.0689655
248.1290323,199.2962963,205.5652174,315.6315789,253.5,253.0526316,221.372093,245.8148148,195.6666667,264.5853659,245.9268293,307.3125,250.3846154,231.5675676,206.2592593,292.8333333,280.5,278.75,234.6315789,281.75
1038.492424,1233.746032,1283.591304,1101.520325,1025.804348,983.0909091,1119.612676,1046.172131,1440.103448,1010.59589,991.6464646,1038.894737,1128.777778,1015.53125,1188.303922,1123.584906,1140.932692,877.8148148,1282.723684,975.2624113
280.8709677,254.6875,290.7777778,256.5454545,214.7894737,295.4210526,284.0909091,260.5384615,275,250.2222222,316.1774194,300.4516129,333.9473684,249.4444444,180.6060606,229.8474576,250.9565217,251.5714286,177.1764706,274.9375
550.8059701,553.5964912,508.2631579,405.3947368,490.7368421,498.0810811,581.3166667,478.6666667,525.8571429,452.0163934,499.011236,532.3114754,407.5454545,424.122449,520.0238095,556.5949367,461.2884615,387.3333333,389.0689655,450.1948052
304.15,209.48,222.5909091,191.2941176,174.2777778,232.5,226.5862069,245.6,153.4,218.9130435,275.075,202.2068966,225.5,192.8571429,227.2727273,227.5555556,244.5517241,126.5,124,181.6111111
243.3478261,271.375,257.6,269.7222222,271,264.6315789,270.5454545,264.44,305.6363636,277.4642857,202.5892857,274.1212121,207.6315789,300.2916667,229.0416667,237.1904762,231.6333333,238.2727273,230.875,167
461.7894737,352.6041667,413.8421053,428.3030303,323.6666667,448.2222222,399.7777778,486.2083333,439.9444444,400.5652174,375.6823529,451.7586207,361.8846154,406.5,525.9215686,491.3956044,460.14,318.1,380.7894737,422.2972973
316.1777778,282.5405405,294.15625,297.7058824,244.6666667,341.75,406.9285714,355.65625,224.2222222,286.2333333,283.2714286,330.9583333,283.7777778,210.4166667,231.2692308,281.3939394,232.8214286,204,231.5333333,235.8684211
177.8518519,172.3076923,166.875,164.6,197.7142857,167.3333333,226.3636364,168.2941176,220.8,184.1290323,185.0816327,193.6842105,142.4166667,135.8095238,194.2857143,176.1666667,178.1666667,238.7142857,190.4285714,180.32
855.8965517,902.9907407,909.8148148,941.9166667,883.7428571,890.5810811,888.3820225,884.825,904.25,813.5,876.4031414,922.4222222,847.1230769,789.6333333,859.7464789,894.15,853.3478261,808.3225806,789.2,871.7887324
352.4255319,418.3448276,360.3611111,428.9375,466.7,418.6585366,372.4680851,330.8181818,450.1,461.25,434.9146341,397.8653846,470.4090909,424,308.2407407,339.2840909,384.825,483,512.6666667,377.3414634
790.3448276,645.734375,611.9850746,733.5108696,569.7916667,903.5223881,568.6956522,791.8163265,575.2380952,548.1960784,743.15625,569.1636364,868.6,667.4117647,838.8650794,638.2771084,748.4096386,664.75,727.7272727,717.9253731
212.96,176.8064516,226.952381,184.7777778,150.5625,244.3928571,171.6285714,176.625,260.5,227,257.9777778,197.962963,209.5,245.88,233.3043478,238.375,241.35,179.75,271.125,200.6666667
186.6551724,226.1,122.2222222,143.5294118,242.1,240.5555556,205.6666667,182.0714286,224.3846154,143.6956522,187.220339,242.8947368,92.8,213.037037,228.1333333,230.2926829,193.5263158,212.8333333,191.8571429,150.1538462
403.5531915,324.375,270.1219512,408.1142857,288.0714286,503.3015873,384.1219512,387.5172414,427.125,317.0769231,355.1,284.9615385,354.1904762,451.8571429,477.0847458,411.8705882,434.4827586,498.1428571,401.0833333,375.3404255
172.45,140.9,168.0454545,161.25,171.1666667,180,202.4166667,163.0588235,212,170.7619048,191.0740741,173.3461538,163.25,217.6,165.2272727,144.0384615,172.3888889,220,194.2222222,173.56
226.6792453,327.46,436.44,445.1,276.1111111,428.3076923,388.6428571,325.2678571,425.6875,342.9189189,348.8,382.7222222,368.6,302.0322581,306.375,357.7592593,389.1944444,218.75,306.6842105,306.7818182
196.8695652,228.4347826,142.2727273,159,223.5833333,236,222,141.9166667,272.5,173.0294118,175.5,255.6111111,159.8571429,208.09375,203.3333333,196.8974359,212.6666667,227.875,172.9333333,155.7307692
484.3092784,566.452381,580.2542373,548.9722222,454.2608696,683.4864865,576.75,650.1208791,546.0689655,499.877193,634.2741935,506.1142857,497.6521739,562.4042553,686.0879121,633.3084112,600.1428571,591.5,566.3571429,494.5
275.1724138,225.3157895,143,171.7777778,281,213.9473684,234.6666667,231.88,206.75,235.6666667,204.761194,199.25,165.75,241.4736842,225.2666667,197.7878788,225.826087,176.4545455,278.3333333,196.3055556
381.1621622,459.7916667,343.8378378,387.0714286,441.3333333,382.8,378.2608696,332.34,509.3,448.1666667,419.9277108,392.1886792,461,433.5833333,360.1162791,313.6704545,383.9166667,519.7142857,515.9047619,363.475
132,107.4285714,173.6666667,153.25,97.58333333,115.8571429,154.6,118.2857143,116.7,174.8888889,147.6744186,146.8333333,128.5,147,110.84,94.63157895,118.1818182,163,143,137.8461538
201.8039216,181.75,198.7777778,149.3333333,240.75,224.4210526,112.875,192.625,197.6875,170,197.12,167.9285714,121.4,136.3333333,165.2413793,198.2222222,170.4166667,230.6666667,157.2727273,169.1875
176.5333333,198.1538462,198.8,242.5625,233,227.3333333,212.7647059,189.3235294,220,243.9090909,210.8809524,209.8571429,202.6153846,168.5,260.1333333,193.725,173.2,219.1111111,247.3846154,230.6785714
248.1290323,199.2962963,205.5652174,315.6315789,253.5,253.0526316,221.372093,245.8148148,195.6666667,264.5853659,245.9268293,307.3125,250.3846154,231.5675676,206.2592593,292.8333333,280.5,278.75,234.6315789,281.75
196.952381,228.2222222,146.1111111,169.8125,173.0714286,211.1428571,198.625,147.6666667,196.75,176.2424242,169.4772727,220.5625,192,190.92,201.9,189.2222222,128.1304348,134.4285714,209.9047619,170.4193548
209.8909091,244.1290323,272.0434783,225,295.5833333,215.7619048,233.0967742,259,246.0769231,316.3,225.0425532,213.0666667,264.9,243.4666667,249.5714286,230.4545455,208.3333333,317.8333333,286.75,229.1714286
144.5652174,173.3076923,141.8235294,149.1538462,65,244.8,206.4615385,133.9166667,144.75,135.173913,148.7666667,205.3846154,160.3333333,179.2666667,191,190.6666667,171.8235294,94.33333333,165.5625,188.25
207.0909091,212.12,205.5714286,206.5384615,176.625,166.9090909,248.4444444,133.3666667,188.6666667,264,276.1578947,205.3571429,214.1666667,252.0625,153.3939394,224.1111111,190.7647059,222.75,230.9,225.16
325.4722222,299.6153846,338.78125,298.25,280,312.1315789,398.5531915,218.2758621,364.7777778,325.4545455,302,361.7592593,308.5555556,257.6923077,323.4772727,333.5454545,254.7741935,455.5,381.4583333,277.4074074
29.33333333,27,0,26,34.33333333,15.5,18,33,19.5,41.5,30,56,26.5,45,28,14.85714286,17.5,0,28,49.33333333
152.5757576,159.3,190.6666667,163.5714286,277.25,209.0555556,194.7222222,165.7419355,149.2,198.2222222,201.6382979,236.55,209.8888889,267.5714286,187.3913043,190.1071429,204.35,183,155.75,156.6666667
198.4782609,228.2222222,134.1,155.5,173.0714286,211.1428571,210.1333333,159.4444444,208.8571429,174.0606061,170.8,220.5625,192,193.7777778,201.9,196.9655172,128,134.4285714,205.4545455,166.9655172
217.8823529,173.547619,161.9444444,213.5555556,221.4285714,253.75,177.9615385,195.3333333,200.9,278.5555556,227.3617021,247,229.2857143,216.5,218.375,225.8235294,253.5555556,241.7142857,222.4375,229.2121212
247.4137931,212.2352941,248.28,253.2222222,193.7368421,270.5625,209.9142857,198.0714286,283,242.4642857,275.22,266.3714286,257.2666667,258.3181818,210.1428571,139.5789474,229.952381,0,238.5,263.96
507.7349398,587.4,500.2835821,507.3396226,726.3181818,558.3157895,551.2948718,499.8852459,535.3043478,525.0517241,542.4351852,509.4594595,539.3809524,553.5660377,576.2972973,608.2337662,602.7169811,530,492.8205128,531.2405063
191.1363636,228.2222222,134.1,144.7894737,173.0714286,211.1428571,210.1333333,163,208.8571429,174.71875,170.8,220.5625,192,194.5,201.9,199.28125,137.6666667,134.4285714,205.4545455,166.5
374.5833333,384.9814815,361.5625,305.48,353.8823529,396.2272727,246.625,311.9761905,407.3076923,329.1333333,363.253012,388.3666667,312.3157895,348.3333333,390.7692308,342.5217391,341.3488372,321.4090909,369,348.75
225.6666667,235,119.3333333,136.4,172.9285714,198.5,238.5,155.7777778,200.8181818,165.3448276,193.675,224.0714286,119.7777778,186.625,148.6153846,184.9428571,184.3913043,128.75,200,168.7435897
211.9230769,273.4,259.2380952,279.2777778,289.6666667,261.952381,255.1111111,243.3214286,305.7272727,287.34375,212.509434,309.4193548,233.6315789,313.0769231,254.2857143,266.84,240.4,261.2727273,253.875,201.0625
343.3863636,384.6315789,423.6046512,452.75,479,511.6341463,488.7889908,346.5737705,308.5714286,507.6,454.0322581,453.0408163,446.5,422.4117647,271,352.5409836,444.2592593,677.6666667,511.2142857,401.7307692
467.1403509,372.7843137,413.5789474,433.6764706,323.4666667,440.3461538,399.5873016,494.06,457.3684211,411.9791667,371.7857143,441.8214286,364.9615385,406.2894737,520.48,482.8690476,446.4807692,318.1,380.5263158,426.9459459
1258.363636,1212.363636,1199.029126,1106.205882,1145.444444,1147.686275,1053.242424,1332.085271,1246.83871,1290.787037,1239.23913,1001.64539,1223.822222,1043.85,1307.627119,1368.439446,1372.883212,1280.75,1216.862069,1208.706349
192.7272727,197.8888889,151.875,150.25,92.5,201.5,166,112,152.375,166.24,158.3448276,164.5,151.6666667,146.4210526,200.4615385,169.8,177.6875,295,164.6666667,150.173913
266.1086957,294.6285714,336.5416667,251.8148148,286.5384615,270.9166667,300.0555556,255.0444444,368.4347826,371.7142857,338.8142857,317.6896552,322.4666667,293.2666667,217.6944444,300.8409091,345.7307692,325.6,238.6956522,300.4782609
286.4909091,335.8181818,286.8108108,303.0740741,305.6666667,338.3684211,313.5283019,291.5526316,315.1875,335.8333333,280.2244898,323.3333333,248,395.375,276.5909091,273.8125,371.8,231.9166667,328.2142857,297.4390244
370.6790123,343.475,386.1111111,447.2105263,347.375,250.5,318.1428571,342.0116279,394.8333333,453.1944444,402.9672131,449.1363636,440.9285714,338.8857143,409.6391753,387.8918919,383.6,399.8333333,395.8571429,357.5
109.0526316,109.6363636,130.6666667,92,112.6,156.3333333,117.8666667,104.1818182,78,101,124.7727273,96,119.9,124.5,114.9090909,121.65,68.27272727,130.2,142.1428571,88.5
196.952381,228.2222222,134.1,155.5,173.0714286,211.1428571,210.1333333,146,196.75,174.4848485,170.8,220.5625,192,194.5,201.9,202.9354839,128,134.4285714,209.9047619,166.4827586
329.1857143,382.0877193,403.675,722.8666667,509.3461538,574.8478261,489.4186047,368.0588235,529.2857143,701.7692308,587.827957,584.0769231,651.7777778,601.8148148,356.5714286,488.0131579,453.9090909,572.8333333,612.3333333,608.1212121
184.9166667,194.1923077,195.2424242,227.8461538,169.3076923,254.2380952,234.6176471,193.3888889,265.7692308,264.95,280.8837209,208.9285714,202.1363636,196.75,240.375,243.6888889,196.5789474,159,283.5714286,246
419.7777778,365.0625,446.2608696,451.2941176,274.8571429,491.1818182,390.6964286,485.7843137,490.952381,384.1111111,408.2473118,447.6551724,380.2142857,390.1944444,526.8,510.25,438.5833333,318.2,402.5,437.8888889
278.6666667,271.3,264.3333333,281.5,271.3,278.8846154,244.25,237.1428571,283.4,259.5555556,325.5283019,238.7333333,258,288.5882353,295.6666667,228.2340426,299.9411765,130.6,224,258.675
472.5846154,360.3469388,404.7222222,419.90625,352.5625,440.5384615,394.1269841,514.3703704,442,394.4090909,392.7666667,446.8421053,357.48,389.5555556,523.0588235,479,446.0638298,318.1,380.7894737,421.1315789
355.4285714,277.6666667,311.5681818,312.0357143,370.125,382,401.8510638,308.5,224.5,340.9777778,363.1969697,363.7111111,377.8125,283.4375,255.7692308,303.0625,349,246.5,350.7586207,340
628.3030303,714.609375,774.5294118,815.6111111,819.2857143,863.9052133,816,683.5327869,866.1012658,948.4888889,821.280303,885.1538462,833.7272727,1010.1875,724.6788991,580.015873,647.3764706,1019.8,1100.764706,787.0147059
247.95,211.7142857,192.1904762,166.1538462,287,210.2083333,243.9444444,284.52,276.5,218.4,223.1029412,292.6363636,199.1666667,241,244.025641,238.8235294,206.5,166.8,244.9090909,225.952381
